CustomerKey,GeographyKey,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
20415,17,Evelyn,,Sai,FALSE,6/16/1949 00:00,M,,M,evelyn6@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,2964 Holbrook Dr,,1 (11) 500 555-0141,2/14/2004 00:00,1-2 Miles
20419,35,Billy,,Romero,FALSE,4/8/1951 00:00,M,,M,billy11@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,3560 Harvard Dr.,,1 (11) 500 555-0111,10/9/2003 00:00,5-10 Miles
21367,13,Cindy,,Rana,FALSE,3/16/1948 00:00,M,,M,cindy11@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,7879 Mt. Etna Drive,,1 (11) 500 555-0181,8/25/2003 00:00,5-10 Miles
21371,9,Ann,,Patel,FALSE,4/13/1949 00:00,M,,M,ann8@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6385 Holiday Hill Dr.,,1 (11) 500 555-0159,1/7/2004 00:00,5-10 Miles
21375,18,Carl,,Sharma,FALSE,5/24/1949 00:00,S,,M,carl9@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,9072 Roland Drive,,1 (11) 500 555-0150,9/3/2003 00:00,5-10 Miles
21377,4,Allison,,Bailey,FALSE,2/17/1950 00:00,S,,M,allison15@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,3177 Lincoln Drive,,1 (11) 500 555-0185,12/6/2003 00:00,5-10 Miles
21383,32,Ricardo,,Anand,FALSE,8/11/1951 00:00,M,,M,ricardo21@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,4912 Roundhouse Place,,1 (11) 500 555-0117,5/3/2004 00:00,1-2 Miles
22063,7,Joanna,,Suarez,FALSE,10/2/1945 00:00,M,,M,joanna18@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,4906 Vine Hill Way,,1 (11) 500 555-0193,7/18/2004 00:00,5-10 Miles
22151,28,Neil,,Jimenez,FALSE,7/6/1948 00:00,M,,M,neil6@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,6036 Park Glenn,,1 (11) 500 555-0172,3/11/2004 00:00,5-10 Miles
22167,5,Colleen,,Yang,FALSE,3/22/1949 00:00,M,,M,colleen5@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6221 Stephine Way,,1 (11) 500 555-0158,8/14/2003 00:00,5-10 Miles
23087,27,Clifford,,Martinez,FALSE,12/8/1948 00:00,M,,M,clifford16@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,7725 Camel Pl.,,1 (11) 500 555-0157,2/29/2004 00:00,5-10 Miles
23094,36,Carolyn,,Gill,FALSE,12/26/1949 00:00,M,,M,carolyn34@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,2406 Kane Circle,,1 (11) 500 555-0151,10/29/2003 00:00,5-10 Miles
23095,30,Gerald,,Patel,FALSE,11/22/1950 00:00,M,,M,gerald32@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,1803 Potomac Dr.,,1 (11) 500 555-0118,12/20/2003 00:00,5-10 Miles
23321,35,Karl,,Xu,FALSE,6/26/1950 00:00,M,,M,karl5@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,8093 Landing Court,,1 (11) 500 555-0178,1/31/2003 00:00,1-2 Miles
23322,31,Wesley,,Li,FALSE,6/21/1950 00:00,M,,M,wesley3@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,3114 Arlington Way,,1 (11) 500 555-0125,1/23/2003 00:00,5-10 Miles
23324,37,Deborah,,Deng,FALSE,7/10/1951 00:00,M,,M,deborah5@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,9005 Garland Drive,,1 (11) 500 555-0163,1/11/2003 00:00,1-2 Miles
23800,331,Kaylee,,Cox,FALSE,10/9/1957 00:00,M,,M,kaylee8@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6110 J Ave,,420-555-0197,4/8/2004 00:00,1-2 Miles
24240,10,Edwin,,Hu,FALSE,4/9/1945 00:00,M,,M,edwin21@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,7910 Mary Dr.,,1 (11) 500 555-0131,6/21/2004 00:00,5-10 Miles
24245,21,Omar,,Liang,FALSE,3/4/1947 00:00,M,,M,omar16@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,4717 Carpetta Circle,,1 (11) 500 555-0141,6/20/2004 00:00,1-2 Miles
24270,2,Latasha,,Ortega,FALSE,5/15/1950 00:00,M,,M,latasha22@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,492 Pierce Court,,1 (11) 500 555-0161,4/14/2003 00:00,5-10 Miles
24274,27,Shaun,,Shan,FALSE,2/3/1951 00:00,M,,M,shaun11@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6417 Del Rey St,,1 (11) 500 555-0118,5/3/2003 00:00,1-2 Miles
25013,25,Mitchell,,Stone,FALSE,7/19/1948 00:00,S,,M,mitchell0@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,9948 Almond Avve,,1 (11) 500 555-0177,5/13/2004 00:00,5-10 Miles
25017,6,Cristina,,Xu,FALSE,5/24/1948 00:00,M,,M,cristina5@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,1130 Fillet Ave.,,1 (11) 500 555-0193,2/27/2004 00:00,1-2 Miles
25022,18,Patricia,,Perez,FALSE,9/13/1951 00:00,M,,M,patricia22@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6948 Midway Ct,,1 (11) 500 555-0125,2/15/2003 00:00,1-2 Miles
25350,301,Alberto,,Alonso,FALSE,2/24/1957 00:00,M,,M,alberto9@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,1369 Rambling Lane,,875-555-0149,3/15/2004 00:00,1-2 Miles
25353,637,Caitlin,,Stewart,FALSE,4/20/1957 00:00,S,,M,caitlin20@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,3258 Marsh Meadow Way,,277-555-0153,3/9/2004 00:00,1-2 Miles
25358,553,Jade,,Torres,FALSE,2/10/1957 00:00,S,,M,jade3@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,2897 Stonehedge Dr,,600-555-0119,1/18/2004 00:00,1-2 Miles
25937,16,Jon,,Yuan,FALSE,4/22/1949 00:00,M,,M,jon47@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,9270 Lakewood Court,,1 (11) 500 555-0112,5/10/2002 00:00,1-2 Miles
25940,16,Gerald,,Arun,FALSE,8/14/1951 00:00,S,,M,gerald36@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,5296 Birchwood,,1 (11) 500 555-0112,6/20/2002 00:00,5-10 Miles
25941,22,Molly,,Perez,FALSE,5/17/1951 00:00,M,,M,molly20@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,4023 Glen Court,,1 (11) 500 555-0192,6/18/2002 00:00,1-2 Miles
25944,34,Ronald,,Perez,FALSE,10/18/1952 00:00,S,,M,ronald24@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,5421 Almond Avenue,,1 (11) 500 555-0168,6/12/2002 00:00,5-10 Miles
26272,648,Kelly,,Hughes,FALSE,5/18/1957 00:00,M,,M,kelly16@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,2242 Panoramic Ave,,389-555-0149,8/10/2003 00:00,1-2 Miles
26549,15,Jamie,,Sanz,FALSE,8/15/1948 00:00,S,,M,jamie42@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,5790 Amigo Ln.,,1 (11) 500 555-0169,12/27/2002 00:00,5-10 Miles
26560,10,Lindsey,,Shen,FALSE,6/4/1951 00:00,M,,M,lindsey2@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,589 Woodcrest Drive,,1 (11) 500 555-0163,12/12/2002 00:00,5-10 Miles
26561,32,Hannah,,Lewis,FALSE,5/6/1951 00:00,M,,M,hannah19@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,9640 Kenneth Ct.,,1 (11) 500 555-0118,12/14/2002 00:00,5-10 Miles
27222,307,Virginia,,Sai,FALSE,10/20/1957 00:00,M,,M,virginia7@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,9256 Santa Fe Street,,540-555-0129,8/19/2003 00:00,1-2 Miles
27473,40,Gabriel,,Lal,FALSE,1/10/1948 00:00,S,,M,gabriel26@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,3770 Dos Encinas,,1 (11) 500 555-0193,6/11/2003 00:00,5-10 Miles
27482,2,Gary,,Diaz,FALSE,1/22/1949 00:00,M,,M,gary13@adventure-works.com,"$10,000 ",2,1,Partial High School,Clerical,1,2,9956 Mcneil Place,,1 (11) 500 555-0185,9/7/2003 00:00,5-10 Miles
27484,35,Kristen,,Zhang,FALSE,3/16/1949 00:00,S,,M,kristen0@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,593 Willow Pass Road,,1 (11) 500 555-0146,6/14/2003 00:00,5-10 Miles
27489,40,Haley,,Hall,FALSE,8/14/1951 00:00,S,,M,haley57@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,5296 Birchwood,,1 (11) 500 555-0147,6/3/2003 00:00,5-10 Miles
28111,18,Jon,,Zhang,FALSE,7/7/1951 00:00,M,,M,jon19@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6725 Arata Way,,1 (11) 500 555-0135,9/28/2003 00:00,5-10 Miles
29080,7,Yolanda,,Nara,FALSE,7/17/1949 00:00,M,,M,yolanda15@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,2556 Rivewview,,1 (11) 500 555-0178,1/26/2004 00:00,5-10 Miles
29081,30,Darren,,Lopez,FALSE,3/17/1949 00:00,S,,M,darren18@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,5086 Rampo Ct.,,1 (11) 500 555-0132,1/25/2004 00:00,5-10 Miles
29087,10,Steve,,Ye,FALSE,10/16/1950 00:00,M,,M,steve13@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,6986 Countrywood Ct.,,1 (11) 500 555-0118,2/15/2004 00:00,5-10 Miles
29088,10,Tamara,,Anand,FALSE,3/1/1950 00:00,S,,M,tamara31@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,1766 Virgina Hills Drive,,1 (11) 500 555-0112,2/7/2004 00:00,5-10 Miles
29091,33,Mallory,,Hernandez,FALSE,10/12/1952 00:00,M,,M,mallory11@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,4499 Alpha Way,,1 (11) 500 555-0118,2/5/2004 00:00,5-10 Miles
27040,524,Paul,,Singh,FALSE,6/6/1957 00:00,M,,M,paul5@adventure-works.com,"$20,000 ",2,1,Partial High School,Clerical,1,2,371 Westwood Court,,390-555-0100,8/6/2003 00:00,1-2 Miles
11197,637,Andrea,,Morris,FALSE,6/18/1946 00:00,M,,M,andrea18@adventure-works.com,"$70,000 ",3,1,Bachelors,Management,0,1,1883 Green View Court,,715-555-0178,11/3/2003 00:00,1-2 Miles
11439,217,Janet,,Munoz,FALSE,5/17/1948 00:00,M,,M,janet12@adventure-works.com,"$90,000 ",4,1,High School,Management,0,3,"61, rue Pierre-Demoulin",,1 (11) 500 555-0148,6/2/2003 00:00,5-10 Miles
13222,49,Arturo,,Liu,FALSE,3/2/1946 00:00,M,,M,arturo4@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,0,1,1599 Green Hill Rd,,287-555-0135,9/23/2003 00:00,1-2 Miles
15854,315,Miranda,,Wood,FALSE,8/28/1967 00:00,M,,M,miranda2@adventure-works.com,"$120,000 ",0,1,Bachelors,Management,0,1,7515 Delaware Court,,273-555-0127,12/15/2003 00:00,10+ Miles
15891,331,Jordan,,Lopez,FALSE,6/11/1947 00:00,M,,M,jordan66@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,0,1,626 Bentley Street,,463-555-0181,6/28/2004 00:00,1-2 Miles
18786,298,Dustin,,Chande,FALSE,10/16/1967 00:00,S,,M,dustin15@adventure-works.com,"$120,000 ",0,1,Bachelors,Management,0,4,2292 Springlake Drive,,352-555-0145,10/5/2003 00:00,1-2 Miles
19943,193,Walter,,Carlson,FALSE,2/27/1948 00:00,M,,M,walter11@adventure-works.com,"$90,000 ",4,1,High School,Management,0,3,"5, rue de la Cavalerie",,1 (11) 500 555-0143,6/28/2003 00:00,5-10 Miles
23001,536,Julio,,Munoz,FALSE,1/24/1967 00:00,S,,M,julio7@adventure-works.com,"$120,000 ",0,1,Bachelors,Management,0,4,5626 Mt. View Drive,,982-555-0119,4/9/2004 00:00,1-2 Miles
24528,310,Katherine,,Hernandez,FALSE,11/13/1967 00:00,S,,M,katherine66@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,0,2,8079 Prestwick Drive,,658-555-0194,8/8/2003 00:00,1-2 Miles
24874,219,Wendy,,Moreno,FALSE,3/16/1949 00:00,M,,M,wendy6@adventure-works.com,"$90,000 ",4,1,High School,Management,0,3,"1416, place de la Concorde",,1 (11) 500 555-0196,4/18/2004 00:00,5-10 Miles
26593,329,Eduardo,,Campbell,FALSE,3/18/1966 00:00,S,,M,eduardo40@adventure-works.com,"$130,000 ",0,1,Graduate Degree,Management,0,3,9536 Mt. Hood Circle,,402-555-0123,6/20/2004 00:00,1-2 Miles
28075,641,Edward,,Jones,FALSE,2/14/1967 00:00,S,,M,edward25@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,0,1,7820 S. Rising Ave,,488-555-0131,5/26/2004 00:00,10+ Miles
11174,338,Nicholas,,Robinson,FALSE,7/13/1967 00:00,M,,M,nicholas19@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,1,0,1318 Lasalle Street,,949-555-0138,1/14/2004 00:00,2-5 Miles
11198,368,Brooke,,Sanders,FALSE,11/26/1946 00:00,S,,M,brooke3@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,5192 Dumbarton Drive,,215-555-0156,8/9/2003 00:00,10+ Miles
11199,302,Jacqueline,,Bennett,FALSE,11/6/1946 00:00,M,,M,jacqueline1@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,8948 Chinquapin Court,,413-555-0174,9/19/2003 00:00,10+ Miles
11201,369,Amanda,,Foster,FALSE,8/18/1947 00:00,M,,M,amanda37@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,3984 San Francisco,,505-555-0159,1/2/2004 00:00,10+ Miles
11222,369,Alexandra,,Rivera,FALSE,8/17/1950 00:00,M,,M,alexandra11@adventure-works.com,"$80,000 ",3,1,Bachelors,Management,1,1,4999 Corte Segunda,,488-555-0143,5/4/2004 00:00,1-2 Miles
11437,190,Alfredo,,Moreno,FALSE,12/17/1949 00:00,M,,M,alfredo7@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"882, rue Villedo",,1 (11) 500 555-0166,6/21/2004 00:00,10+ Miles
12083,614,Kayla,,Alexander,FALSE,2/28/1946 00:00,M,,M,kayla43@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,2908 Piper Ridge Court,,179-555-0179,5/27/2002 00:00,10+ Miles
12087,334,Sean,,Cook,FALSE,7/14/1947 00:00,S,,M,sean29@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,2715 Euclid Ave.,,390-555-0114,4/12/2004 00:00,10+ Miles
12089,54,Nathaniel,,Richardson,FALSE,10/24/1947 00:00,M,,M,nathaniel10@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,1881 Pinehurst Court,,170-555-0160,8/6/2003 00:00,10+ Miles
12142,545,Gabriella,,Torres,FALSE,1/6/1965 00:00,S,,M,gabriella11@adventure-works.com,"$100,000 ",4,1,Bachelors,Management,1,4,4790 Curletto Drive,,989-555-0133,5/30/2002 00:00,2-5 Miles
12651,187,Martin,,Malhotra,FALSE,6/16/1950 00:00,S,,M,martin10@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"4252, rue Saint-Lazare",,1 (11) 500 555-0117,4/7/2004 00:00,10+ Miles
12656,209,Blake,,Roberts,FALSE,9/5/1949 00:00,M,,M,blake40@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"188, rue de Cambrai",,1 (11) 500 555-0115,11/18/2003 00:00,10+ Miles
13220,345,Isabella,,Hernandez,FALSE,7/28/1946 00:00,M,,M,isabella49@adventure-works.com,"$70,000 ",3,1,Bachelors,Management,1,1,5516 Santa Teresa Dr.,,616-555-0183,7/3/2002 00:00,10+ Miles
13221,336,Madeline,,Hall,FALSE,12/6/1946 00:00,M,,M,madeline20@adventure-works.com,"$70,000 ",3,1,Bachelors,Management,1,1,250 Piper Ridge Court,,195-555-0147,7/21/2002 00:00,10+ Miles
13223,329,Noah,,Lee,FALSE,7/9/1946 00:00,S,,M,noah69@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,3712 Kirker Pass Road,,610-555-0123,4/27/2004 00:00,10+ Miles
13229,553,Dylan,,Wang,FALSE,8/6/1947 00:00,M,,M,dylan24@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,3658 Belmont,,181-555-0113,1/4/2004 00:00,1-2 Miles
13365,311,Luke,,Shan,FALSE,9/25/1946 00:00,M,,M,luke20@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,2278 Rosa,,290-555-0119,3/14/2004 00:00,1-2 Miles
13367,626,Savannah,,Edwards,FALSE,4/14/1947 00:00,M,,M,savannah22@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,4109 Mi Casa Court,,742-555-0150,8/30/2002 00:00,10+ Miles
13377,368,Thomas,,Hernandez,FALSE,3/16/1948 00:00,M,,M,thomas54@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,2,7879 Mt. Etna Drive,,819-555-0122,11/2/2003 00:00,10+ Miles
14119,52,Paige,,Cooper,FALSE,6/11/1967 00:00,S,,M,paige32@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,1,1,3998 Bouncing Road,,336-555-0181,10/26/2003 00:00,10+ Miles
14192,222,Ronald,,Kapoor,FALSE,8/23/1950 00:00,M,,M,ronald3@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"14, boulevard Tremblay",,1 (11) 500 555-0125,9/22/2002 00:00,5-10 Miles
14391,638,Jason,,Long,FALSE,3/8/1947 00:00,M,,M,jason7@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,2713 Chinquapin Court,,931-555-0160,3/27/2004 00:00,1-2 Miles
14394,609,Jacob,,Rodriguez,FALSE,10/7/1947 00:00,M,,M,jacob16@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,1,1873 Lyon Circle,,815-555-0188,4/22/2003 00:00,10+ Miles
14438,618,Gabrielle,,Gonzales,FALSE,4/16/1965 00:00,S,,M,gabrielle39@adventure-works.com,"$100,000 ",3,1,Bachelors,Management,1,4,1274 Marlboro Court,,743-555-0153,5/11/2003 00:00,2-5 Miles
15281,299,Hunter,,Anderson,FALSE,4/22/1967 00:00,S,,M,hunter68@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,1,1,665 Mark Twain Dr.,,107-555-0195,9/21/2003 00:00,10+ Miles
15328,359,Fernando,,Jackson,FALSE,11/22/1948 00:00,M,,M,fernando11@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,2,6999 Icicle Ct.,,468-555-0145,9/16/2002 00:00,1-2 Miles
15329,372,Brianna,,Cox,FALSE,10/19/1948 00:00,S,,M,brianna37@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,2,8756 Nottingham Pl.,,632-555-0153,9/24/2002 00:00,10+ Miles
15758,38,Arturo,,Andersen,FALSE,5/26/1958 00:00,M,,M,arturo38@adventure-works.com,"$130,000 ",0,1,Graduate Degree,Management,1,0,6745 Blue Ridge Drive,,1 (11) 500 555-0158,7/8/2004 00:00,5-10 Miles
15853,339,Jasmine,,Brown,FALSE,2/22/1967 00:00,M,,M,jasmine4@adventure-works.com,"$120,000 ",0,1,Bachelors,Management,1,0,4979 Sweeney Road,,702-555-0152,12/29/2003 00:00,10+ Miles
16664,36,Sophia,,Nelson,FALSE,6/17/1958 00:00,M,,M,sophia8@adventure-works.com,"$130,000 ",0,1,Graduate Degree,Management,1,1,"88, rue Pierre-Demoulin",,1 (11) 500 555-0127,8/13/2001 00:00,5-10 Miles
16676,326,Amanda,,Perry,FALSE,3/26/1966 00:00,M,,M,amanda29@adventure-works.com,"$130,000 ",0,1,Graduate Degree,Management,1,3,7870 Orangewood Dr.,,553-555-0122,3/22/2004 00:00,1-2 Miles
17216,189,Kathleen,,Ramos,FALSE,6/10/1950 00:00,M,,M,kathleen18@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"6, avenue de Norvege",,1 (11) 500 555-0138,10/26/2002 00:00,5-10 Miles
17223,222,Francis,,Torres,FALSE,9/10/1948 00:00,M,,M,francis9@adventure-works.com,"$80,000 ",5,1,High School,Management,1,4,"26, rue Saint Denis",,1 (11) 500 555-0122,3/3/2004 00:00,10+ Miles
17514,30,Cedric,,Zhou,FALSE,7/5/1958 00:00,M,,M,cedric9@adventure-works.com,"$110,000 ",4,1,Bachelors,Management,1,3,9076 Inverness Drive,,1 (11) 500 555-0115,10/10/2001 00:00,2-5 Miles
18518,626,Stephanie,,Scott,FALSE,5/12/1965 00:00,S,,M,stephanie58@adventure-works.com,"$100,000 ",4,1,Bachelors,Management,1,4,7177 Marsh Drive,,720-555-0158,6/24/2004 00:00,2-5 Miles
18819,368,Miranda,,Bennett,FALSE,4/26/1963 00:00,M,,M,miranda1@adventure-works.com,"$150,000 ",3,1,Bachelors,Management,1,2,7475 Peachwillow Street,,278-555-0150,6/7/2004 00:00,1-2 Miles
19069,220,Thomas,,Hall,FALSE,7/12/1950 00:00,M,,M,thomas84@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"811, rue Basse-du-Rocher",,1 (11) 500 555-0133,7/13/2002 00:00,5-10 Miles
19075,201,Brent,,Wu,FALSE,3/24/1948 00:00,M,,M,brent6@adventure-works.com,"$80,000 ",5,1,High School,Management,1,4,"34334, rue des Pyrenees",,1 (11) 500 555-0172,10/29/2003 00:00,10+ Miles
19076,189,Jaclyn,,Pal,FALSE,6/2/1948 00:00,M,,M,jaclyn36@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"1, rue de la Centenaire",,1 (11) 500 555-0147,8/24/2002 00:00,5-10 Miles
19809,335,Eric,,Sharma,FALSE,10/24/1966 00:00,M,,M,eric38@adventure-works.com,"$130,000 ",0,1,Graduate Degree,Management,1,3,2119 Little Dr,,695-555-0124,10/24/2003 00:00,1-2 Miles
19883,385,Kevin,,Young,FALSE,10/18/1950 00:00,M,,M,kevin53@adventure-works.com,"$80,000 ",3,1,Bachelors,Management,1,2,7286 Norris Court,,230-555-0112,4/25/2004 00:00,5-10 Miles
20454,26,Fernando,,Martinez,FALSE,6/9/1958 00:00,S,,M,fernando15@adventure-works.com,"$110,000 ",5,1,Bachelors,Management,1,4,7426 Forest Way,,1 (11) 500 555-0134,1/1/2004 00:00,2-5 Miles
20537,372,Thomas,,Evans,FALSE,5/15/1950 00:00,S,,M,thomas37@adventure-works.com,"$80,000 ",3,1,Bachelors,Management,1,1,492 Pierce Court,,592-555-0142,8/2/2003 00:00,5-10 Miles
20586,206,Clayton,,Zhao,FALSE,10/17/1950 00:00,M,,M,clayton9@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"996, rue Maillard",,1 (11) 500 555-0161,11/30/2003 00:00,10+ Miles
20594,205,Arthur,,Torres,FALSE,3/23/1948 00:00,M,,M,arthur36@adventure-works.com,"$80,000 ",5,1,High School,Management,1,4,"22, rue Henri Gagnon",,1 (11) 500 555-0153,10/1/2003 00:00,10+ Miles
21270,637,Daniel,,Jackson,FALSE,11/9/1967 00:00,S,,M,daniel16@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,1,0,6244 Bayviews Circle,,243-555-0142,1/7/2004 00:00,5-10 Miles
21405,23,Bonnie,,Shen,FALSE,9/26/1958 00:00,M,,M,bonnie7@adventure-works.com,"$110,000 ",5,1,Bachelors,Management,1,4,853 Serpentine,,1 (11) 500 555-0165,12/29/2003 00:00,2-5 Miles
21407,33,Wesley,,Lin,FALSE,2/3/1959 00:00,M,,M,wesley8@adventure-works.com,"$110,000 ",4,1,Bachelors,Management,1,4,8553 Calhoun Court,,1 (11) 500 555-0116,8/1/2003 00:00,2-5 Miles
21493,359,Carson,,Coleman,FALSE,12/20/1950 00:00,S,,M,carson4@adventure-works.com,"$80,000 ",3,1,Bachelors,Management,1,1,8681 Orange Street,,227-555-0158,6/15/2004 00:00,5-10 Miles
21543,211,Naomi,,Romero,FALSE,2/2/1949 00:00,M,,M,naomi9@adventure-works.com,"$80,000 ",5,1,High School,Management,1,3,"8080, quai de l´ Iton",,1 (11) 500 555-0177,1/29/2004 00:00,10+ Miles
21791,361,Richard,,Price,FALSE,12/19/1948 00:00,M,,M,richard56@adventure-works.com,"$70,000 ",4,1,Bachelors,Management,1,2,2064 Trafalgar Circle,,722-555-0113,9/30/2003 00:00,1-2 Miles
21860,211,Jacquelyn,,Gill,FALSE,1/11/1948 00:00,M,,M,jacquelyn14@adventure-works.com,"$80,000 ",5,1,High School,Management,1,4,"75, rue de Cambrai",,1 (11) 500 555-0130,2/4/2004 00:00,5-10 Miles
21861,199,Kari,,Romero,FALSE,10/26/1948 00:00,M,,M,kari29@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"2, rue de Fontfroide",,1 (11) 500 555-0185,8/4/2003 00:00,10+ Miles
22204,31,Dustin,,Xie,FALSE,6/24/1958 00:00,M,,M,dustin3@adventure-works.com,"$110,000 ",4,1,Bachelors,Management,1,3,3947 Vista Valley Rd,,1 (11) 500 555-0188,1/16/2004 00:00,2-5 Miles
22716,614,Caleb,,Nelson,FALSE,7/6/1965 00:00,S,,M,caleb39@adventure-works.com,"$100,000 ",3,1,Bachelors,Management,1,4,8404 Houston Ct.,,331-555-0117,1/18/2004 00:00,2-5 Miles
22833,185,Bruce,,Prasad,FALSE,3/22/1948 00:00,M,,M,bruce8@adventure-works.com,"$80,000 ",5,1,High School,Management,1,3,"34, avenue des Laurentides",,1 (11) 500 555-0157,4/25/2004 00:00,10+ Miles
23626,207,Ross,,Mehta,FALSE,3/11/1950 00:00,S,,M,ross14@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"66, rue de Fontfroide",,1 (11) 500 555-0121,1/25/2004 00:00,10+ Miles
24527,368,Gavin,,Coleman,FALSE,7/6/1967 00:00,M,,M,gavin5@adventure-works.com,"$110,000 ",0,1,Graduate Degree,Management,1,0,5095 Chablis Way,,158-555-0176,8/31/2003 00:00,1-2 Miles
24570,220,Karen,,Guo,FALSE,2/20/1950 00:00,S,,M,karen27@adventure-works.com,"$90,000 ",4,1,High School,Management,1,3,"285, rue de Varenne",,1 (11) 500 555-0119,5/27/2004 00:00,10+ Miles
